CUSTOMERID,COUNTRY,IS_UK,IS_GERMANY,IS_FRANCE,IS_EIRE,IS_SPAIN,TOTAL_ORDERS,TOTAL_ITEMS,TOTAL_SPENT,AVG_ITEMS_PER_ORDER,AVG_REVENUE_PER_ORDER,CLV_PER_DAY,RECENCY_DAYS,CUSTOMER_LIFETIME_DAYS,RETURN_RATIO,FIRST_PURCHASE_DATE,LAST_PURCHASE_DATE
14656.0,United Kingdom,true,false,false,false,false,2,120,291.05,1.5,145.525,2.530869565,5071,114,0,2011-03-01,2011-06-23
13884.0,United Kingdom,true,false,false,false,false,6,297,781.3,4.95,130.216666667,2.820577617,4909,276,0.016667,2011-03-01,2011-12-02
12866.0,Belgium,false,false,false,false,false,1,171,559.12,6.576923,559.12,559.12,5185,0,0,2011-03-01,2011-03-01
16389.0,United Kingdom,true,false,false,false,false,5,1230,1362.27,35.142857,272.454,5.897272727,4955,230,0.028571,2011-03-01,2011-10-17
15416.0,United Kingdom,true,false,false,false,false,5,2089,3974.37,10.823834,794.874,18.147808219,4966,218,0.005181,2011-03-02,2011-10-06
15733.0,United Kingdom,true,false,false,false,false,1,62,162.3,6.2,162.3,162.3,5184,0,0,2011-03-02,2011-03-02
16678.0,United Kingdom,true,false,false,false,false,17,2368,3013.83,13.929412,177.284117647,10.725373665,4904,280,0.041176,2011-03-02,2011-12-07
12834.0,United Kingdom,true,false,false,false,false,1,110,312.38,6.111111,312.38,312.38,5184,0,0,2011-03-02,2011-03-02
13722.0,United Kingdom,true,false,false,false,false,4,1400,2369.16,16.27907,592.29,14.534723926,5022,162,0.011628,2011-03-02,2011-08-11
14934.0,Channel Islands,false,false,false,false,false,3,1041,1888.84,11.829545,629.613333333,8.951848341,4974,210,0.011364,2011-03-02,2011-09-28
15067.0,United Kingdom,true,false,false,false,false,3,954,1744.76,11.634146,581.586666667,8.51102439,4980,204,0,2011-03-02,2011-09-22
16128.0,United Kingdom,true,false,false,false,false,5,988,1880.22,11.101124,376.044,7.068496241,4919,265,0,2011-03-02,2011-11-22
17770.0,United Kingdom,true,false,false,false,false,5,365,1143.27,9.605263,228.654,13.450235294,5100,84,0,2011-03-02,2011-05-25
15622.0,United Kingdom,true,false,false,false,false,16,1552,3224.53,7.252336,201.533125,11.516178571,4905,279,0.135514,2011-03-02,2011-12-06
14473.0,United Kingdom,true,false,false,false,false,2,88,234.34,12.571429,117.17,1.121244019,4976,208,0,2011-03-02,2011-09-26
15104.0,United Kingdom,true,false,false,false,false,3,635,1002.54,8.943662,334.18,8.568717949,5068,116,0.028169,2011-03-02,2011-06-26
15643.0,United Kingdom,true,false,false,false,false,6,242,647.4,6.722222,107.9,6.225,5081,103,0.083333,2011-03-02,2011-06-13
16792.0,United Kingdom,true,false,false,false,false,2,44,110.38,3.666667,55.19,110.38,5184,0,0,2011-03-02,2011-03-02
15031.0,United Kingdom,true,false,false,false,false,4,401,668.14,3.612613,167.035,2.394767025,4906,278,0,2011-03-02,2011-12-05
15636.0,United Kingdom,true,false,false,false,false,2,284,724.76,11.36,362.38,3.735876289,4991,193,0,2011-03-02,2011-09-11
12873.0,United Kingdom,true,false,false,false,false,1,128,374,32,374,374,5184,0,0,2011-03-02,2011-03-02
17923.0,United Kingdom,true,false,false,false,false,1,50,207.5,50,207.5,207.5,5184,0,0,2011-03-02,2011-03-02
16217.0,United Kingdom,true,false,false,false,false,4,76,259.39,4,64.8475,5.403958333,5137,47,0.210526,2011-03-02,2011-04-18
17738.0,United Kingdom,true,false,false,false,false,5,1027,1863.35,10.373737,372.67,7.058143939,4921,263,0.020202,2011-03-02,2011-11-20
17426.0,United Kingdom,true,false,false,false,false,7,3082,5022.26,11.330882,717.465714286,18.0009319,4906,278,0.003676,2011-03-02,2011-12-05
16957.0,United Kingdom,true,false,false,false,false,2,172,416.64,10.75,208.32,9.689302326,5141,42,0,2011-03-03,2011-04-14
16571.0,United Kingdom,true,false,false,false,false,5,1176,1285.22,11.09434,257.044,4.606523297,4905,278,0.179245,2011-03-03,2011-12-06
14483.0,United Kingdom,true,false,false,false,false,2,95,129.2,9.5,64.6,0.9714285714,5051,132,0.1,2011-03-03,2011-07-13
15087.0,United Kingdom,true,false,false,false,false,1,470,306.94,31.333333,306.94,306.94,5183,0,0,2011-03-03,2011-03-03
17856.0,United Kingdom,true,false,false,false,false,6,826,1393.79,48.588235,232.298333333,4.960106762,4903,280,0.117647,2011-03-03,2011-12-08
15053.0,United Kingdom,true,false,false,false,false,3,986,697.79,13.887324,232.596666667,2.510035971,4906,277,0,2011-03-03,2011-12-05
18218.0,United Kingdom,true,false,false,false,false,4,546,626.38,22.75,156.595,8.241842105,5108,75,0.125,2011-03-03,2011-05-17
16159.0,United Kingdom,true,false,false,false,false,1,236,348.2,16.857143,348.2,348.2,5183,0,0,2011-03-03,2011-03-03
17995.0,United Kingdom,true,false,false,false,false,1,133,76.1,66.5,76.1,76.1,5183,0,0,2011-03-03,2011-03-03
17374.0,United Kingdom,true,false,false,false,false,2,85,495.77,3.035714,247.885,7.74640625,5120,63,0,2011-03-03,2011-05-05
17789.0,United Kingdom,true,false,false,false,false,1,74,225.9,5.285714,225.9,225.9,5183,0,0,2011-03-03,2011-03-03
17416.0,United Kingdom,true,false,false,false,false,9,4266,6838.34,15.741697,759.815555556,27.029011858,4931,252,0.00738,2011-03-03,2011-11-10
17652.0,United Kingdom,true,false,false,false,false,18,2479,4737.13,9.181481,263.173888889,18.432412451,4927,256,0.040741,2011-03-03,2011-11-14
13476.0,United Kingdom,true,false,false,false,false,4,414,1092.77,6.786885,273.1925,10.507403846,5080,103,0.04918,2011-03-03,2011-06-14
12817.0,Austria,false,false,false,false,false,1,53,166.04,13.25,166.04,166.04,5183,0,0,2011-03-03,2011-03-03
15393.0,United Kingdom,true,false,false,false,false,2,150,231.86,12.5,115.93,0.8716541353,4918,265,0,2011-03-03,2011-11-23
13014.0,United Kingdom,true,false,false,false,false,16,886,3365.43,7.145161,210.339375,12.019392857,4904,279,0.112903,2011-03-03,2011-12-07
17508.0,Greece,false,false,false,false,false,1,289,387.31,13.136364,387.31,387.31,5182,0,0,2011-03-04,2011-03-04
13931.0,United Kingdom,true,false,false,false,false,3,721,1230.93,12.220339,410.31,6.280255102,4987,195,0.016949,2011-03-04,2011-09-15
12541.0,Spain,false,false,false,false,true,3,680,981.18,13.076923,327.06,3.893571429,4931,251,0,2011-03-04,2011-11-10
13382.0,United Kingdom,true,false,false,false,false,1,131,222.99,8.733333,222.99,222.99,5182,0,0,2011-03-04,2011-03-04
14570.0,United Kingdom,true,false,false,false,false,2,95,218.06,3.275862,109.03,218.06,5182,0,0,2011-03-04,2011-03-04
14447.0,United Kingdom,true,false,false,false,false,5,571,1163.23,8.157143,232.646,4.422927757,4920,262,0,2011-03-04,2011-11-21
13557.0,United Kingdom,true,false,false,false,false,2,546,584.06,16.058824,292.03,2.308537549,4930,252,0,2011-03-04,2011-11-11
16449.0,United Kingdom,true,false,false,false,false,3,359,674.69,8.348837,224.896666667,7.414175824,5092,90,0.069767,2011-03-04,2011-06-02
12547.0,Spain,false,false,false,false,true,2,134,207.8,16.75,103.9,2.473809524,5099,83,0,2011-03-04,2011-05-26
17325.0,United Kingdom,true,false,false,false,false,1,60,96.8,10,96.8,96.8,5182,0,0,2011-03-04,2011-03-04
16414.0,United Kingdom,true,false,false,false,false,2,27,126.25,3.857143,63.125,0.4855769231,4923,259,0,2011-03-04,2011-11-18
15681.0,United Kingdom,true,false,false,false,false,6,556,946.36,8.298507,157.726666667,3.598326996,4920,262,0.208955,2011-03-04,2011-11-21
14670.0,United Kingdom,true,false,false,false,false,2,337,411.53,2.55303,205.765,411.53,5182,0,0,2011-03-04,2011-03-04
15675.0,United Kingdom,true,false,false,false,false,3,527,323.69,25.095238,107.896666667,1.61845,4983,199,0,2011-03-04,2011-09-19
12584.0,Italy,false,false,false,false,false,18,354,1893.95,2.809524,105.219444444,6.812769784,4905,277,0.238095,2011-03-04,2011-12-06
17535.0,United Kingdom,true,false,false,false,false,1,136,164.4,10.461538,164.4,164.4,5182,0,0,2011-03-04,2011-03-04
15400.0,United Kingdom,true,false,false,false,false,6,360,666.7,27.692308,111.116666667,3.565240642,4994,186,0.076923,2011-03-06,2011-09-08
14903.0,United Kingdom,true,false,false,false,false,10,1491,2744.48,4.096154,274.448,10.63751938,4923,257,0.024725,2011-03-06,2011-11-18
14499.0,United Kingdom,true,false,false,false,false,3,501,815.32,2.582474,271.773333333,3.222608696,4928,252,0,2011-03-06,2011-11-13
18211.0,United Kingdom,true,false,false,false,false,5,359,600.07,8.547619,120.014,2.362480315,4927,253,0,2011-03-06,2011-11-14
15220.0,United Kingdom,true,false,false,false,false,7,1377,1758.92,11.571429,251.274285714,7.647478261,4953,229,0.016807,2011-03-04,2011-10-19
14504.0,United Kingdom,true,false,false,false,false,4,308,673.26,2.878505,168.315,2.901982759,4949,231,0,2011-03-06,2011-10-23
15572.0,United Kingdom,true,false,false,false,false,7,1229,2552.86,5.716279,364.694285714,9.283127273,4906,274,0,2011-03-06,2011-12-05
17107.0,United Kingdom,true,false,false,false,false,7,4537,10380.43,10.776722,1482.918571429,42.026032389,4934,246,0.007126,2011-03-06,2011-11-07
15554.0,United Kingdom,true,false,false,false,false,1,74,217.2,5.285714,217.2,217.2,5179,0,0,2011-03-07,2011-03-07
14915.0,United Kingdom,true,false,false,false,false,3,105,258.83,8.076923,86.276666667,1.341088083,4987,192,0.076923,2011-03-07,2011-09-15
16136.0,United Kingdom,true,false,false,false,false,3,440,709.38,11.891892,236.46,3.239178082,4961,218,0,2011-03-07,2011-10-11
18280.0,United Kingdom,true,false,false,false,false,1,45,180.6,4.5,180.6,180.6,5179,0,0,2011-03-07,2011-03-07
12614.0,Germany,false,true,false,false,false,1,76,315.6,3.8,315.6,315.6,5179,0,0,2011-03-07,2011-03-07
13344.0,United Kingdom,true,false,false,false,false,3,971,2543.72,8.159664,847.906666667,12.055545024,4969,210,0,2011-03-07,2011-10-03
16621.0,United Kingdom,true,false,false,false,false,4,302,813.48,10.413793,203.37,3.583612335,4953,226,0,2011-03-07,2011-10-19
16225.0,United Kingdom,true,false,false,false,false,5,493,1096.32,3.679104,219.264,4.685128205,4946,233,0,2011-03-07,2011-10-26
14214.0,United Kingdom,true,false,false,false,false,7,748,1000.23,10.685714,142.89,4.033185484,4932,247,0.042857,2011-03-07,2011-11-09
14012.0,United Kingdom,true,false,false,false,false,1,160,328.8,14.545455,328.8,328.8,5179,0,0,2011-03-07,2011-03-07
16356.0,United Kingdom,true,false,false,false,false,4,92,210.32,2.875,52.58,2.59654321,5099,80,0.03125,2011-03-07,2011-05-26
17654.0,United Kingdom,true,false,false,false,false,1,41,117.55,1.863636,117.55,117.55,5179,0,0,2011-03-07,2011-03-07
15026.0,United Kingdom,true,false,false,false,false,3,285,469,4.672131,156.333333333,2.368686869,4982,197,0,2011-03-07,2011-09-20
16517.0,United Kingdom,true,false,false,false,false,1,96,162.7,5.647059,162.7,162.7,5179,0,0,2011-03-07,2011-03-07
14817.0,United Kingdom,true,false,false,false,false,2,655,1110.34,10.396825,555.17,14.235128205,5102,77,0,2011-03-07,2011-05-23
17092.0,United Kingdom,true,false,false,false,false,4,1131,1777.78,9.048,444.445,7.797280702,4952,227,0,2011-03-07,2011-10-20
16242.0,United Kingdom,true,false,false,false,false,8,1981,3598.26,6.715254,449.7825,13.326888889,4910,269,0.00339,2011-03-07,2011-12-01
15869.0,United Kingdom,true,false,false,false,false,2,175,149.64,11.666667,74.82,149.64,5179,0,0,2011-03-07,2011-03-07
17817.0,United Kingdom,true,false,false,false,false,3,67,387.68,2.030303,129.226666667,1.414890511,4906,273,0,2011-03-07,2011-12-05
15234.0,United Kingdom,true,false,false,false,false,1,196,197,14,197,197,5178,0,0,2011-03-08,2011-03-08
15764.0,United Kingdom,true,false,false,false,false,10,2036,3245.47,10.829787,324.547,16.558520408,4983,195,0.042553,2011-03-08,2011-09-19
15806.0,United Kingdom,true,false,false,false,false,3,602,784.58,19.419355,261.526666667,3.396450216,4948,230,0,2011-03-08,2011-10-24
15819.0,United Kingdom,true,false,false,false,false,4,1357,1905.45,11.03252,476.3625,8.357236842,4951,227,0,2011-03-08,2011-10-21
14586.0,United Kingdom,true,false,false,false,false,3,236,134.16,8.740741,44.72,2.6832,5129,49,0.296296,2011-03-08,2011-04-26
15944.0,United Kingdom,true,false,false,false,false,1,50,325.1,8.333333,325.1,325.1,5178,0,0,2011-03-08,2011-03-08
13340.0,United Kingdom,true,false,false,false,false,7,5770,10736.48,43.059701,1533.782857143,46.277931034,4947,231,0,2011-03-08,2011-10-25
16917.0,United Kingdom,true,false,false,false,false,1,232,391.52,25.777778,391.52,391.52,5178,0,0,2011-03-08,2011-03-08
13908.0,United Kingdom,true,false,false,false,false,5,1470,2347.05,11.666667,469.41,11.853787879,4981,197,0.031746,2011-03-08,2011-09-21
12758.0,Portugal,false,false,false,false,false,2,2135,2791.59,22.010309,1395.795,17.339068323,5018,160,0,2011-03-08,2011-08-15
13975.0,United Kingdom,true,false,false,false,false,7,1725,2503.23,5.073529,357.604285714,10.175731707,4933,245,0.005882,2011-03-08,2011-11-08
12623.0,Germany,false,true,false,false,false,1,191,305.1,10.611111,305.1,305.1,5178,0,0,2011-03-08,2011-03-08
14367.0,United Kingdom,true,false,false,false,false,19,4410,9167.82,8.273921,482.516842105,34.081115242,4910,268,0.016886,2011-03-08,2011-12-01
13373.0,United Kingdom,true,false,false,false,false,3,1651,3312.25,10.449367,1104.083333333,15.263824885,4962,216,0,2011-03-08,2011-10-10
16712.0,United Kingdom,true,false,false,false,false,11,1749,3645.43,3.912752,331.402727273,13.602350746,4911,267,0,2011-03-08,2011-11-30
16426.0,United Kingdom,true,false,false,false,false,10,1243,1908.25,3.341398,190.825,6.939090909,4904,274,0,2011-03-08,2011-12-07
16495.0,United Kingdom,true,false,false,false,false,3,337,684.41,3.474227,228.136666667,2.497846715,4905,273,0,2011-03-08,2011-12-06
14336.0,United Kingdom,true,false,false,false,false,4,1759,1614.91,19.544444,403.7275,6.187394636,4918,260,0,2011-03-08,2011-11-23
14507.0,United Kingdom,true,false,false,false,false,7,588,1368.18,6,195.454285714,5.386535433,4925,253,0.020408,2011-03-08,2011-11-16
12759.0,Netherlands,false,false,false,false,false,3,902,1531.44,9.494737,510.48,6.836785714,4954,223,0,2011-03-09,2011-10-18
17049.0,United Kingdom,true,false,false,false,false,11,2669,5594.78,8.28882,508.616363636,20.418905109,4904,273,0.012422,2011-03-09,2011-12-07
15206.0,United Kingdom,true,false,false,false,false,4,162,420.3,18,105.075,1.580075188,4912,265,0,2011-03-09,2011-11-29
14013.0,United Kingdom,true,false,false,false,false,3,462,473.02,13.588235,157.673333333,2.849518072,5012,165,0,2011-03-09,2011-08-21
14645.0,United Kingdom,true,false,false,false,false,2,381,597.09,12.7,298.545,4.97575,5058,119,0,2011-03-09,2011-07-06
15071.0,United Kingdom,true,false,false,false,false,2,269,982.07,10.346154,491.035,5.366502732,4995,182,0,2011-03-09,2011-09-07
14112.0,United Kingdom,true,false,false,false,false,12,1608,2774.17,9.294798,231.180833333,10.921929134,4924,253,0.075145,2011-03-09,2011-11-17
13026.0,United Kingdom,true,false,false,false,false,8,1586,936.15,36.883721,117.01875,3.404181818,4903,274,0.069767,2011-03-09,2011-12-08
12881.0,United Kingdom,true,false,false,false,false,1,21,298,3,298,298,5177,0,0,2011-03-09,2011-03-09
17864.0,United Kingdom,true,false,false,false,false,3,810,597.5,7.941176,199.166666667,2.263257576,4914,263,0,2011-03-09,2011-11-27
14936.0,Channel Islands,false,false,false,false,false,9,4083,8117.42,11.155738,901.935555556,30.402322097,4911,266,0.005464,2011-03-09,2011-11-30
17138.0,United Kingdom,true,false,false,false,false,1,126,380.5,5.25,380.5,380.5,5177,0,0,2011-03-09,2011-03-09
16572.0,United Kingdom,true,false,false,false,false,4,530,999.7,9.137931,249.925,6.709395973,5029,148,0.017241,2011-03-09,2011-08-04
14165.0,United Kingdom,true,false,false,false,false,1,54,122.54,2.16,122.54,122.54,5177,0,0,2011-03-09,2011-03-09
15367.0,United Kingdom,true,false,false,false,false,5,1055,1867.69,10.989583,373.538,8.52826484,4959,218,0.010417,2011-03-09,2011-10-13
14291.0,United Kingdom,true,false,false,false,false,12,2748,3873.3,11.546218,322.775,14.084727273,4903,274,0.004202,2011-03-09,2011-12-08
15632.0,United Kingdom,true,false,false,false,false,10,2049,3147.31,11.576271,314.731,12.105038462,4917,259,0.056497,2011-03-10,2011-11-24
14297.0,United Kingdom,true,false,false,false,false,6,861,1284.06,13.453125,214.01,4.976976744,4919,257,0.03125,2011-03-10,2011-11-22
13899.0,United Kingdom,true,false,false,false,false,2,156,388.52,8.210526,194.26,1.50007722,4918,258,0,2011-03-10,2011-11-23
16471.0,United Kingdom,true,false,false,false,false,1,141,223.95,10.846154,223.95,223.95,5176,0,0,2011-03-10,2011-03-10
18183.0,United Kingdom,true,false,false,false,false,6,362,600.52,8.227273,100.086666667,10.535438596,5120,56,0.159091,2011-03-10,2011-05-05
14603.0,United Kingdom,true,false,false,false,false,1,400,660,200,660,660,5176,0,0,2011-03-10,2011-03-10
18173.0,United Kingdom,true,false,false,false,false,4,1220,2106.84,39.354839,526.71,11.147301587,4988,188,0,2011-03-10,2011-09-14
14854.0,United Kingdom,true,false,false,false,false,8,1822,2749.89,13.908397,343.73625,13.958832487,4980,196,0.030534,2011-03-10,2011-09-22
16625.0,United Kingdom,true,false,false,false,false,1,164,333.08,7.130435,333.08,333.08,5176,0,0,2011-03-10,2011-03-10
14064.0,United Kingdom,true,false,false,false,false,7,1350,1188.32,16.463415,169.76,4.830569106,4931,245,0.02439,2011-03-10,2011-11-10
15308.0,United Kingdom,true,false,false,false,false,2,173,302.27,8.238095,151.135,60.454,5172,4,0.095238,2011-03-10,2011-03-14
18086.0,United Kingdom,true,false,false,false,false,1,106,101.34,15.142857,101.34,101.34,5176,0,0,2011-03-10,2011-03-10
14350.0,United Kingdom,true,false,false,false,false,2,166,258.7,7.904762,129.35,51.74,5172,4,0.142857,2011-03-10,2011-03-14
14930.0,Channel Islands,false,false,false,false,false,3,1166,2372.86,9.109375,790.953333333,14.208742515,5010,166,0,2011-03-10,2011-08-23
16080.0,United Kingdom,true,false,false,false,false,3,104,176.6,9.454545,58.866666667,0.9103092784,4983,193,0.090909,2011-03-10,2011-09-19
14727.0,United Kingdom,true,false,false,false,false,1,62,268.58,6.2,268.58,268.58,5176,0,0,2011-03-10,2011-03-10
16778.0,United Kingdom,true,false,false,false,false,2,194,245.94,12.125,122.97,1.22358209,4976,200,0,2011-03-10,2011-09-26
14077.0,United Kingdom,true,false,false,false,false,5,268,499.42,6.380952,99.884,2.125191489,4942,234,0,2011-03-10,2011-10-30
16808.0,United Kingdom,true,false,false,false,false,2,196,288.42,8.521739,144.21,1.63875,5001,175,0,2011-03-10,2011-09-01
13265.0,United Kingdom,true,false,false,false,false,5,1752,2107.66,19.252747,421.532,9.536923077,4955,220,0,2011-03-11,2011-10-17
12520.0,Germany,false,true,false,false,false,6,1430,2582.51,9.225806,430.418333333,13.243641026,4981,194,0.019355,2011-03-11,2011-09-21
15049.0,United Kingdom,true,false,false,false,false,1,63,121.17,21,121.17,121.17,5175,0,0,2011-03-11,2011-03-11
18149.0,United Kingdom,true,false,false,false,false,3,310,612.08,19.375,204.026666667,2.7325,4952,223,0,2011-03-11,2011-10-20
16652.0,United Kingdom,true,false,false,false,false,11,3267,6654.26,26.560976,604.932727273,30.109773756,4955,220,0.04065,2011-03-11,2011-10-17
16766.0,United Kingdom,true,false,false,false,false,2,536,1145.6,15.764706,572.8,1145.6,5175,0,0,2011-03-11,2011-03-11
16801.0,United Kingdom,true,false,false,false,false,5,313,867.83,2.586777,173.566,7.818288288,5065,110,0.371901,2011-03-11,2011-06-29
17164.0,United Kingdom,true,false,false,false,false,8,1500,2466.4,10.344828,308.3,10.191735537,4934,241,0.006897,2011-03-11,2011-11-07
14352.0,United Kingdom,true,false,false,false,false,4,538,1078.96,11.446809,269.74,9.221880342,5059,116,0,2011-03-11,2011-07-05
17351.0,United Kingdom,true,false,false,false,false,3,113,587.15,4.185185,195.716666667,2.467016807,4938,237,0,2011-03-11,2011-11-03
16768.0,United Kingdom,true,false,false,false,false,5,191,458.04,3.293103,91.608,2.035733333,4949,224,0.068966,2011-03-13,2011-10-23
16693.0,United Kingdom,true,false,false,false,false,2,204,482.01,3.4,241.005,2.362794118,4970,203,0,2011-03-13,2011-10-02
13956.0,United Kingdom,true,false,false,false,false,5,491,1026.42,3.230263,205.284,3.844269663,4907,266,0,2011-03-13,2011-12-04
13708.0,United Kingdom,true,false,false,false,false,1,306,296.88,6,296.88,296.88,5173,0,0,2011-03-13,2011-03-13
15918.0,United Kingdom,true,false,false,false,false,2,153,334.23,3.825,167.115,4.07597561,5092,81,0,2011-03-13,2011-06-02
15671.0,United Kingdom,true,false,false,false,false,10,1681,2635.49,20.753086,263.549,10.416956522,4920,252,0.037037,2011-03-14,2011-11-21
14962.0,United Kingdom,true,false,false,false,false,1,44,126.7,8.8,126.7,126.7,5172,0,0,2011-03-14,2011-03-14
16807.0,United Kingdom,true,false,false,false,false,3,778,1121.59,11.61194,373.863333333,8.694496124,5044,128,0,2011-03-14,2011-07-20
15125.0,United Kingdom,true,false,false,false,false,23,5991,11117.05,42.792857,483.35,45.191260163,4927,245,0.092857,2011-03-14,2011-11-14
16871.0,United Kingdom,true,false,false,false,false,7,1250,2761.49,8.992806,394.498571429,11.090321285,4924,248,0.014388,2011-03-14,2011-11-17
12901.0,United Kingdom,true,false,false,false,false,36,20915,16293.1,167.32,452.586111111,61.95095057,4910,262,0.072,2011-03-14,2011-12-01
15493.0,United Kingdom,true,false,false,false,false,7,555,1967.25,1.856187,281.035714286,8.231171548,4934,238,0.006689,2011-03-14,2011-11-07
16005.0,United Kingdom,true,false,false,false,false,4,300,615.39,1.376147,153.8475,2.376023166,4914,258,0,2011-03-14,2011-11-27
15388.0,Canada,false,false,false,false,false,1,88,140.54,8.8,140.54,140.54,5172,0,0,2011-03-14,2011-03-14
16804.0,United Kingdom,true,false,false,false,false,3,246,536.99,4.1,178.996666667,2.165282258,4925,247,0,2011-03-14,2011-11-16
13499.0,United Kingdom,true,false,false,false,false,7,1358,1146.96,30.177778,163.851428571,4.533438735,4919,252,0.066667,2011-03-15,2011-11-22
15047.0,United Kingdom,true,false,false,false,false,1,222,343.62,10.090909,343.62,343.62,5171,0,0,2011-03-15,2011-03-15
14193.0,United Kingdom,true,false,false,false,false,2,445,853.39,10.595238,426.695,4.203891626,4969,202,0,2011-03-15,2011-10-03
17542.0,United Kingdom,true,false,false,false,false,1,134,170.75,5.36,170.75,170.75,5171,0,0,2011-03-15,2011-03-15
17080.0,United Kingdom,true,false,false,false,false,3,164,285.5,18.222222,95.166666667,1.151209677,4924,247,0.111111,2011-03-15,2011-11-17
16392.0,United Kingdom,true,false,false,false,false,1,203,221.19,4.511111,221.19,221.19,5171,0,0,2011-03-15,2011-03-15
15106.0,United Kingdom,true,false,false,false,false,7,1144,1407.73,11.215686,201.104285714,5.564150198,4919,252,0.019608,2011-03-15,2011-11-22
16214.0,United Kingdom,true,false,false,false,false,3,420,1062.75,9.545455,354.25,10.6275,5072,99,0,2011-03-15,2011-06-22
13716.0,United Kingdom,true,false,false,false,false,1,138,138.28,6.571429,138.28,138.28,5171,0,0,2011-03-15,2011-03-15
15150.0,United Kingdom,true,false,false,false,false,11,3633,5303.97,10.561047,482.179090909,20.9643083,4919,252,0.002907,2011-03-15,2011-11-22
16061.0,United Kingdom,true,false,false,false,false,1,-1,-29.95,-1,-29.95,-29.95,5171,0,1,2011-03-15,2011-03-15
14226.0,United Kingdom,true,false,false,false,false,7,1301,2201.64,17.821918,314.52,9.09768595,4930,241,0.082192,2011-03-15,2011-11-11
13121.0,United Kingdom,true,false,false,false,false,2,227,254.73,4.283019,127.365,254.73,5171,0,0.056604,2011-03-15,2011-03-15
16297.0,United Kingdom,true,false,false,false,false,4,180,275.4,7.826087,68.85,4.831578947,5114,56,0.130435,2011-03-16,2011-05-11
12994.0,United Kingdom,true,false,false,false,false,5,440,902.22,6.027397,180.444,3.404603774,4906,264,0.164384,2011-03-16,2011-12-05
16152.0,United Kingdom,true,false,false,false,false,1,642,1829.04,22.137931,1829.04,1829.04,5170,0,0,2011-03-16,2011-03-16
14636.0,United Kingdom,true,false,false,false,false,2,241,609.85,8.607143,304.925,2.617381974,4938,232,0,2011-03-16,2011-11-03
16040.0,United Kingdom,true,false,false,false,false,3,684,1313.55,10.523077,437.85,6.438970588,4967,203,0,2011-03-16,2011-10-05
15793.0,United Kingdom,true,false,false,false,false,4,552,948.96,42.461538,237.24,3.649846154,4911,259,0.076923,2011-03-16,2011-11-30
13358.0,United Kingdom,true,false,false,false,false,1,285,439.03,9.827586,439.03,439.03,5170,0,0,2011-03-16,2011-03-16
12849.0,United Kingdom,true,false,false,false,false,2,623,1050.89,12.215686,525.445,4.415504202,4933,237,0,2011-03-16,2011-11-08
15182.0,United Kingdom,true,false,false,false,false,2,253,622.85,8.724138,311.425,5.416086957,5056,114,0,2011-03-16,2011-07-08
13299.0,United Kingdom,true,false,false,false,false,1,30,142.5,6,142.5,142.5,5170,0,0,2011-03-16,2011-03-16
16383.0,United Kingdom,true,false,false,false,false,2,475,668.36,4.656863,334.18,3.427487179,4976,194,0,2011-03-16,2011-09-26
15381.0,United Kingdom,true,false,false,false,false,2,171,596.85,21.375,298.425,10.658035714,5115,55,0,2011-03-16,2011-05-10
12597.0,Spain,false,false,false,false,true,5,2187,3683.13,10.219626,736.626,14.73252,4921,249,0.037383,2011-03-16,2011-11-20
15030.0,United Kingdom,true,false,false,false,false,2,372,518.28,53.142857,259.14,2.617575758,4973,197,0,2011-03-16,2011-09-29
12435.0,Denmark,false,false,false,false,false,2,2055,7829.89,57.083333,3914.945,41.427989418,4981,188,0,2011-03-17,2011-09-21
12955.0,United Kingdom,true,false,false,false,false,14,3642,4734.26,19.901639,338.161428571,17.731310861,4903,266,0.016393,2011-03-17,2011-12-08
18189.0,United Kingdom,true,false,false,false,false,3,564,1084.34,8.173913,361.446666667,5.677172775,4979,190,0.014493,2011-03-17,2011-09-23
13946.0,United Kingdom,true,false,false,false,false,3,443,561.57,40.272727,187.19,2.971269841,4981,188,0,2011-03-17,2011-09-21
17716.0,United Kingdom,true,false,false,false,false,12,3004,5505.79,11.826772,458.815833333,22.381260163,4924,245,0.035433,2011-03-17,2011-11-17
13185.0,United Kingdom,true,false,false,false,false,1,12,71.4,12,71.4,71.4,5169,0,0,2011-03-17,2011-03-17
14840.0,United Kingdom,true,false,false,false,false,1,31,62.85,7.75,62.85,62.85,5169,0,0,2011-03-17,2011-03-17
13216.0,United Kingdom,true,false,false,false,false,1,297,333.74,59.4,333.74,333.74,5169,0,0,2011-03-17,2011-03-17
13650.0,United Kingdom,true,false,false,false,false,7,918,1809.34,9.367347,258.477142857,7.179920635,4918,251,0.020408,2011-03-17,2011-11-23
13533.0,United Kingdom,true,false,false,false,false,3,204,270.79,2.684211,90.263333333,3.14872093,5084,85,0,2011-03-17,2011-06-10
13268.0,United Kingdom,true,false,false,false,false,15,3635,3167.64,8.131991,211.176,12.620079681,4919,250,0.01566,2011-03-17,2011-11-22
15433.0,United Kingdom,true,false,false,false,false,3,399,417.87,7.528302,139.29,2.210952381,4981,188,0.226415,2011-03-17,2011-09-21
12937.0,United Kingdom,true,false,false,false,false,4,1007,1504.27,8.391667,376.0675,5.945731225,4917,252,0,2011-03-17,2011-11-24
16216.0,United Kingdom,true,false,false,false,false,1,254,914.93,6.864865,914.93,914.93,5169,0,0,2011-03-17,2011-03-17
